gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
analysis_id,uw2o7s598j3x1k9
mouse_strain,C57BL
parameter_id,MGP_CSD_015_001
mouse_life_stage,Early adult
parameter_name,Head coat/hair presence
pvalue,0.1217989
