parameter_id,IMPC_IMM_065_001
mouse_strain,C57BL
parameter_name,B2B Cells
analysis_id,v6q4x756wwsv0o5
mouse_life_stage,Early adult
gene_symbol,Car13
pvalue,0.3712373
gene_accession_id,MGI:1931322
