parameter_id,IMPC_OFD_020_001
analysis_id,275yf6kh4en1322
pvalue,0.6821371
mouse_strain,C57BL
parameter_name,Distance travelled - total
gene_accession_id,MGI:1914050
mouse_life_stage,Early adult
gene_symbol,Trp53rkb
