gene_symbol,Nucks1
pvalue,0.391482
parameter_name,Follicular B Cells (CD21/35+)
mouse_life_stage,Late adult
gene_accession_id,MGI:1934811
mouse_strain,C57BL
parameter_id,IMPC_IMM_067_001
analysis_id,069qbib07q0es2x
