parameter_name,Embryo Size
gene_symbol,Frmpd1
analysis_id,36q0e40s0u5v6x7
mouse_life_stage,Middle aged adult
parameter_id,IMPC_GEL_032_001
mouse_strain,C57BL
pvalue,0.2204802
gene_accession_id,MGI:2446274
