gene_symbol,Slc30a4
pvalue,0.8818075
analysis_id,e4410155ke7m2n4
parameter_name,Follicular B Cells (CD21/35+)
parameter_id,IMPC_IMM_067_001
gene_accession_id,MGI:1345282
mouse_life_stage,Late adult
mouse_strain,C57BL
