gene_symbol,Orc2
analysis_id,pv8kh59343p23a1
pvalue,0.4172217
parameter_id,JAXLA_DXA_003_001
mouse_life_stage,E9.5
gene_accession_id,MGI:1328306
parameter_name,Lean mass
mouse_strain,C57BL
