parameter_name,Whole arena resting time
parameter_id,IMPC_OFD_007_001
mouse_life_stage,Early adult
gene_accession_id,MGI:109384
gene_symbol,Atf3
mouse_strain,C57BL
pvalue,9.896534e-05
analysis_id,ewv760f82yxfu4j
