gene_symbol,Slx4ip
gene_accession_id,MGI:1921493
pvalue,0.1654868
parameter_id,IMPC_GEL_028_001
mouse_strain,C57BL
parameter_name,Forebrain
analysis_id,o3g8b0a39fd9ukh
mouse_life_stage,Early adult
