gene_symbol,Sass6
mouse_strain,C57BL
gene_accession_id,MGI:1920026
parameter_name,Percentage center time
mouse_life_stage,E9.5
parameter_id,IMPC_OFD_022_001
pvalue,0.2514457
analysis_id,1m58p8lhp885p9y
