parameter_name,Creatinine
mouse_life_stage,Early adult
analysis_id,0irj59k4123688m
pvalue,0.9659293
mouse_strain,C57BL
gene_symbol,Fgb
parameter_id,HMGULA_CBC_005_001
gene_accession_id,MGI:99501
