gene_symbol,Snap23
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
parameter_name,Lymphocyte differential count
pvalue,0.1606579
analysis_id,0ek6ycca144i6c5
parameter_id,IMPC_HEM_031_001
mouse_strain,C57BL
