parameter_id,MGP_BMI_006_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:3026886
pvalue,0.2808922
gene_symbol,Cdin1
analysis_id,73w9ucx0572tq8r
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
