gene_symbol,AU040320
gene_accession_id,MGI:2140475
analysis_id,0f32g8e8ue44k70
mouse_strain,C57BL
parameter_id,MGP_IMM_071_001
parameter_name,Total CD4+ T cells - % of CD45+
pvalue,0.3989002
mouse_life_stage,Middle aged adult
