gene_symbol,Mecom
mouse_life_stage,Early adult
parameter_name,Stroke Volume
gene_accession_id,MGI:95457
parameter_id,IMPC_ECH_003_001
mouse_strain,C3H
analysis_id,om2671u82j41361
pvalue,0.3872198
