parameter_id,IMPC_ECG_028_001
parameter_name,QT
pvalue,0.5342475
gene_symbol,Cntfr
mouse_strain,C57BL
analysis_id,o1hfr17f3151c4w
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
