mouse_strain,129SV
analysis_id,982650111y9260c
pvalue,0.07896785
parameter_name,Platelet count
parameter_id,IMPC_HEM_008_001
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
gene_symbol,Cntfr
