gene_symbol,Nanp
parameter_name,Mean left eye lens density
analysis_id,2w46953s0c142u9
mouse_life_stage,E18.5
gene_accession_id,MGI:1914561
parameter_id,IMPC_EYE_056_001
pvalue,0.8096167
mouse_strain,C57BL
