gene_symbol,Col11a1
parameter_id,IMPC_ECH_005_001
pvalue,0.6987124
parameter_name,Fractional Shortening
gene_accession_id,MGI:88446
mouse_life_stage,E18.5
mouse_strain,C57BL
analysis_id,rky608yier143q5
