parameter_id,IMPC_XRY_064_001
mouse_strain,C57BL
gene_symbol,Cpa3
gene_accession_id,MGI:88479
pvalue,0.8773599
analysis_id,vo77x0p84kw86b7
mouse_life_stage,Early adult
parameter_name,Thoracic processes
