gene_symbol,Nanp
analysis_id,i17po547hkee092
parameter_name,Resting Treg cells - % of Treg
parameter_id,MGP_IMM_011_001
gene_accession_id,MGI:1914561
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.2395075
