mouse_strain,129SV
analysis_id,j72m4jlbvm2666o
parameter_id,IMPC_GEO_019_001
gene_accession_id,MGI:2385884
gene_symbol,Ddx27
parameter_name,Embryo Size
pvalue,0.6598691
mouse_life_stage,Early adult
