gene_symbol,Pex19
parameter_name,Latency to center entry
analysis_id,81c42kpcmdorvj2
parameter_id,IMPC_OFD_018_001
pvalue,0.6977271
mouse_life_stage,Early adult
gene_accession_id,MGI:1334458
mouse_strain,C57BL
