gene_symbol,Lpgat1
parameter_name,B cell number
analysis_id,3d69wjbvu7yf105
parameter_id,MGP_PBI_034_001
pvalue,0.3417369
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446186
