mouse_life_stage,Middle aged adult
gene_symbol,Nucks1
pvalue,0.6744157
parameter_name,Initial response to glucose challenge
analysis_id,4526g73287zcu3v
gene_accession_id,MGI:1934811
parameter_id,IMPC_IPG_011_001
mouse_strain,C57BL
