gene_symbol,Tiprl
parameter_id,HRWLLA_OFD_017_001
gene_accession_id,MGI:1915087
parameter_name,Center average speed
mouse_life_stage,Early adult
analysis_id,ow9z57t523tv6c0
pvalue,0.3278231
mouse_strain,C57BL
