gene_symbol,Dcaf12
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1916220
parameter_id,IMPC_GEL_011_001
parameter_name,Embryo turning
analysis_id,ok67r6exb5716dp
pvalue,0.8555405
