parameter_name,Vitreous
analysis_id,y630f2z38brhac1
mouse_life_stage,Early adult
pvalue,0.7090685
parameter_id,UCDLA_EYE_083_001
mouse_strain,C57BL
gene_accession_id,MGI:1916363
gene_symbol,Alkbh3
