gene_symbol,Hpca
parameter_id,ESLIM_007_001_007
gene_accession_id,MGI:1336200
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5672604
parameter_name,Periphery resting time
analysis_id,m04v8hn6vj8ta21
