gene_symbol,Plcb1
parameter_name,Center distance travelled
mouse_life_stage,Middle aged adult
analysis_id,t44dme402u41258
pvalue,0.2543922
parameter_id,JAX_OFD_014_001
gene_accession_id,MGI:97613
mouse_strain,C57BL
