gene_symbol,Bmi1
mouse_strain,C57BL
pvalue,0.9071942
mouse_life_stage,E15.5
parameter_name,Distance travelled - total
analysis_id,t6f64xaa518h081
gene_accession_id,MGI:88174
parameter_id,IMPC_OFD_020_001
