gene_symbol,Dcaf12
mouse_strain,C57BL
pvalue,0.543691
parameter_name,Red blood cell distribution width
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_027_001
analysis_id,037rbzogu2hy6zg
gene_accession_id,MGI:1916220
