gene_symbol,Kdm4c
parameter_id,ESLIM_011_001_002
pvalue,0.9171969
analysis_id,p2o7v74091ei42e
gene_accession_id,MGI:1924054
parameter_name,PP1 startle magnitude
mouse_strain,C57BL
mouse_life_stage,Early adult
