parameter_name,Percentage center time
gene_symbol,Extl1
mouse_life_stage,Early adult
gene_accession_id,MGI:1888742
parameter_id,IMPC_OFD_022_001
mouse_strain,C57BL
pvalue,0.09506081
analysis_id,s6e3j950yt96z0k
