parameter_name,Periphery resting time
pvalue,0.9011681
analysis_id,392549pv22rs083
gene_accession_id,MGI:97838
mouse_strain,C57BL
gene_symbol,Eprs1
mouse_life_stage,E12.5
parameter_id,IMPC_OFD_011_001
