parameter_id,IMPC_XRY_024_001
analysis_id,d27793wyhcncd3o
mouse_strain,C57BL
gene_accession_id,MGI:1915848
gene_symbol,Dnajc8
parameter_name,Femur
mouse_life_stage,Early adult
pvalue,0.07618537
