mouse_life_stage,Middle aged adult
parameter_name,Startle response
gene_accession_id,MGI:1336200
parameter_id,MGP_CSD_008_001
pvalue,0.1432617
mouse_strain,C57BL
gene_symbol,Hpca
analysis_id,p85xo78924w09do
