parameter_name,Tremor
pvalue,0.8947286
mouse_strain,C57BL
gene_symbol,Dnajc8
parameter_id,TCPLA_CSD_030_001
analysis_id,x2orw5b5r5pr35o
gene_accession_id,MGI:1915848
mouse_life_stage,Early adult
