gene_symbol,Rab13
gene_accession_id,MGI:1927232
analysis_id,06va0699yuno862
pvalue,0.935629
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_004_001
parameter_name,6kHz-evoked ABR Threshold
