mouse_life_stage,Late adult
pvalue,0.968336
analysis_id,91htqa7o68cw78g
parameter_name,Snout size
mouse_strain,C57BL
parameter_id,MGP_CSD_067_001
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
