gene_symbol,Bmi1
gene_accession_id,MGI:88174
parameter_id,ESLIM_007_001_006
mouse_life_stage,E15.5
analysis_id,jca22iksw24dko6
pvalue,0.1943839
mouse_strain,C57BL
parameter_name,Periphery distance travelled
