gene_symbol,Eprs1
parameter_id,IMPC_IMM_052_001
gene_accession_id,MGI:97838
mouse_life_stage,Early adult
parameter_name,Eosinophils
mouse_strain,C57BL
analysis_id,p3k3he3y0ho41y0
pvalue,0.3244162
