gene_symbol,Nanp
analysis_id,f15y287lbaprcge
parameter_name,MZB (CD21/35 high)
mouse_life_stage,Early adult
pvalue,1.083963
parameter_id,IMPC_IMM_071_001
gene_accession_id,MGI:1914561
mouse_strain,C57BL
