parameter_id,IMPC_ABR_006_001
gene_accession_id,MGI:3045306
mouse_life_stage,Early adult
gene_symbol,Exd1
analysis_id,9g14gdr70kdn483
pvalue,0.1872931
mouse_strain,C57BL
parameter_name,12kHz-evoked ABR Threshold
