gene_symbol,Psmd14
gene_accession_id,MGI:1913284
parameter_name,Activity (body position)
analysis_id,1pu3w298f2871a8
mouse_strain,C57BL
pvalue,0.4925738
parameter_id,IMPC_CSD_029_001
mouse_life_stage,Early adult
