parameter_id,M-G-P_014_001_010
gene_accession_id,MGI:1341628
mouse_strain,C57BL
analysis_id,dzzt3v797nz6537
parameter_name,lens opacity
gene_symbol,Atrn
pvalue,0.5023796
mouse_life_stage,Early adult
