gene_symbol,Snap23
mouse_strain,C57BL
parameter_name,Eosinophils - % of CD45+
pvalue,0.3406163
gene_accession_id,MGI:109356
analysis_id,h02a6vypc2bx4g3
parameter_id,MGP_IMM_125_001
mouse_life_stage,Early adult
