parameter_id,IMPC_CBC_005_001
mouse_life_stage,Early adult
analysis_id,9re54k7w7q819t2
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
parameter_name,Creatinine
pvalue,0.6923228
mouse_strain,129SV
