gene_symbol,Secisbp2l
analysis_id,35em53kx16i1yjf
parameter_id,MGP_PBI_008_001
pvalue,0.3450558
mouse_strain,C57BL
parameter_name,CD4+ CD25+ alpha beta regulatory T cell percentage
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
