parameter_name,Total cholesterol
mouse_life_stage,Early adult
analysis_id,575z20050k1b07x
gene_accession_id,MGI:2673000
gene_symbol,Trim46
parameter_id,JAXLA_CBC_015_001
mouse_strain,C57BL
pvalue,0.9444102
