gene_symbol,Rab3gap2
mouse_life_stage,Early adult
parameter_name,Distance travelled - total
gene_accession_id,MGI:1916043
analysis_id,w02k6dy3142d4u4
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_020_001
pvalue,0.2033051
