parameter_id,IMPC_CSD_008_001
gene_accession_id,MGI:2685266
parameter_name,Coat - color pattern - back
mouse_life_stage,Early adult
gene_symbol,Pglyrp3
analysis_id,ogu3fs35fc3asap
pvalue,0.202427
mouse_strain,C57BL
