gene_symbol,Tbl1xr1
pvalue,0.3901987
gene_accession_id,MGI:2441730
mouse_life_stage,Early adult
parameter_name,Fat/Body weight
mouse_strain,C57BL
parameter_id,JAXLA_DXA_009_001
analysis_id,2k90p455gi6a85m
