Gene_symbol,Cmpk1
Mouse_strain,C57BL
parameter_id,UCD_OWT_008_001
gene_accession_id,MGI:1913838
parameter_name,Liver weight
mouse_life_stage,Early adult
analysis_id,8b788g725t67ual
pvalue,0.5988694
