parameter_id,IMPC_HEM_027_001
pvalue,0.3324044
gene_symbol,Bpifa3
mouse_strain,129SV
analysis_id,o2g0dd748jy9t63
parameter_name,Red blood cell distribution width
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
