gene_symbol,Hnf4a
mouse_life_stage,Late adult
pvalue,0.9032292
mouse_strain,C57BL
analysis_id,60yu3p0v3ji27u5
gene_accession_id,MGI:109128
parameter_name,Caudal processes
parameter_id,IMPC_XRY_067_001
