parameter_id,JAXLA_CSD_007_001
gene_symbol,Nanp
analysis_id,w5wwq07031v4219
parameter_name,Coat - color - abdomen
pvalue,0.3703645
mouse_life_stage,E18.5
gene_accession_id,MGI:1914561
mouse_strain,C57BL
