gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
analysis_id,206138kn3d9x80r
parameter_id,IMPC_XRY_033_001
mouse_strain,C57BL
parameter_name,Tibia length
mouse_life_stage,Early adult
pvalue,0.6489611
