gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
analysis_id,5595361xx302694
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.7569626
parameter_id,MGP_MLN_032_001
parameter_name,Effector NK cells - % of NK cells
