gene_symbol,Arnt
mouse_life_stage,Early adult
analysis_id,re6pmgnu517p0xv
parameter_id,IMPC_CSD_070_001
pvalue,0.2628799
gene_accession_id,MGI:88071
mouse_strain,C57BL
parameter_name,Lower teeth appearance
