gene_symbol,Ints7
parameter_name,Joints
analysis_id,6bu30jen8ff230u
pvalue,0.3692668
parameter_id,IMPC_XRY_027_001
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:1924315
