parameter_id,IMPC_ABR_006_001
analysis_id,9r822la6j1p4227
gene_symbol,Nanp
mouse_life_stage,E18.5
parameter_name,12kHz-evoked ABR Threshold
gene_accession_id,MGI:1914561
pvalue,0.8252692
mouse_strain,C57BL
