parameter_id,IMPC_IMM_032_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2653612
analysis_id,giz9949lsby068u
parameter_name,CD8 CD44+CD62L- T cells
pvalue,0.9104177
mouse_strain,C57BL
gene_symbol,Amigo1
