parameter_id,IMPC_XRY_022_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1921442
parameter_name,Radius
analysis_id,3jo9qts0yo90x74
pvalue,0.6316453
mouse_strain,C57BL
gene_symbol,Arpc5l
